strain,GISAID_id
A/Florida/07/2022,EPI_ISL_11532932
A/Santa Catarina/1107/2023,EPI_ISL_18090810
A/Rio Grande do Sul/4047/2023,EPI_ISL_18090811
A/Tennessee/19/2022,EPI_ISL_15715008
A/Washington/72/2022,EPI_ISL_16761549
A/Serbia/3065/2022,EPI_ISL_11956867
A/Tennessee/16/2022,EPI_ISL_15715031
A/Serbia/578/2022,EPI_ISL_11532945
A/Colombia/0115/2023,EPI_ISL_18021200
A/North Dakota/31/2022,EPI_ISL_16761529
A/WAKAYAMA/88/2023,EPI_ISL_18246492
A/Colombia/0055/2023,EPI_ISL_18021208
A/Michigan/21/2022,EPI_ISL_12710541
A/Washington/33/2022,EPI_ISL_14199433
A/Delaware/36/2022,EPI_ISL_14199434
A/Delaware/35/2022,EPI_ISL_14199435
A/Florida/66/2022,EPI_ISL_14199437
A/Mauritius/42594/2022,EPI_ISL_14660231
A/Netherlands/01431/2022,EPI_ISL_16147119
A/Hungary/64/2022,EPI_ISL_13957774
A/Paraguay/8455/2023,EPI_ISL_18090825
A/Pennsylvania/43/2022,EPI_ISL_14199430
A/California/01/2022,EPI_ISL_9671417
A/Montana/01/2022,EPI_ISL_9671423
A/Netherlands/01422/2022,EPI_ISL_16147079
A/Thueringen/6/2022,EPI_ISL_12839604
A/Wyoming/01/2022,EPI_ISL_10826450
A/Belgium/S1128/2022,EPI_ISL_14660263
A/Ohio/20/2022,EPI_ISL_13580982
A/Wisconsin/03/2022,EPI_ISL_9671407
A/Colombia/0116/2023,EPI_ISL_18021228
A/Serbia/2489/2022,EPI_ISL_13957713
A/Tennessee/07/2022,EPI_ISL_12710475
A/Serbia/2522/2022,EPI_ISL_13957722
A/Utah/09/2022,EPI_ISL_11532856
A/Sao Paulo/IAL/C10283/2022,EPI_ISL_16568934
A/Panama/M271496/2023,EPI_ISL_18303935
A/Colombia/0056/2023,EPI_ISL_18021283
A/FUKUI/01/2022,EPI_ISL_15712857
A/Sao Paulo/9408/2023,EPI_ISL_17806265
A/YAMAGUCHI/1/2022,EPI_ISL_15712855
A/El Salvador/1108/2023,EPI_ISL_17806286
A/Singapore/GP12876/2022,EPI_ISL_16433726
A/Russia/210-121V/2022,EPI_ISL_12917251
A/Lebanon/2787/2023,EPI_ISL_17806274
A/Colombia/0114/2023,EPI_ISL_18021317
A/Honduras/2675/2023,EPI_ISL_18021322
A/Ulaanbaatar/60363/2022,EPI_ISL_14320131
A/Hawaii/22/2023,EPI_ISL_17806292
A/Ulaanbaatar/57353/2022,EPI_ISL_14320129
A/Madrid/HULP-061201608/2022,EPI_ISL_14391864
A/New York/49/2022,EPI_ISL_16765467
A/YAMAGATA/45/2023,EPI_ISL_17789929
A/YAMAGATA/35/2023,EPI_ISL_17789928
A/Surat Thani/P349/2023,EPI_ISL_17554407
A/Surat Thani/P347/2023,EPI_ISL_17554406
A/Missouri/24/2022,EPI_ISL_15929858
A/Bangkok/P640/2023,EPI_ISL_17554424
A/Illinois/23/2022,EPI_ISL_15929861
A/Louisiana/13/2022,EPI_ISL_15929860
A/Austria/MUW1588989/2023,EPI_ISL_17069055
A/Illinois/22/2022,EPI_ISL_15929870
A/WAKAYAMA/61/2023,EPI_ISL_17801742
A/YOKOHAMA/66/2023,EPI_ISL_17801741
A/South Dakota/55/2022,EPI_ISL_16763901
A/Sichuan-Qingyang/12047/2022,EPI_ISL_16559096
A/Sichuan-Qingyang/12031/2022,EPI_ISL_16559098
A/Latvia/01-036169/2022,EPI_ISL_12219315
A/Brisbane/856/2022,EPI_ISL_17306138
A/Sejong/1134/2023,EPI_ISL_18231808
A/Yunnan-Zhaoyang/1414/2022,EPI_ISL_16559082
A/Denmark/08/2022,EPI_ISL_9304987
A/Yunnan-Linxiang/1196/2022,EPI_ISL_16559072
A/Victoria/5286/2022,EPI_ISL_17306133
A/Bulgaria/1427/2023,EPI_ISL_17820176
A/Tasmania/369/2022,EPI_ISL_17306135
A/New York/16/2022,EPI_ISL_13284330
A/Pennsylvania/34/2022,EPI_ISL_13284334
A/Rhode Island/29/2022,EPI_ISL_13284323
A/Seoul/954/2023,EPI_ISL_18231847
A/Sweden/2/2022,EPI_ISL_11805570
A/Wisconsin/32/2022,EPI_ISL_13284237
A/Moldova/18402/2022,EPI_ISL_13704092
A/Finland/371/2023,EPI_ISL_18238022
A/Pennsylvania/47/2022,EPI_ISL_15291322
A/Hawaii/37/2022,EPI_ISL_15291325
A/South Dakota/03/2022,EPI_ISL_9389018
A/Norway/36587/2022,EPI_ISL_16460706
A/Florida/01/2022,EPI_ISL_10492926
A/Portugal/211462/2022,EPI_ISL_13704115
A/Norway/36538/2022,EPI_ISL_16460696
A/Portugal/211459/2022,EPI_ISL_13704116
A/Montenegro/1720902202/2022,EPI_ISL_13704122
A/Sarajevo/192G/2022,EPI_ISL_13704127
A/Santiago/133910/2022,EPI_ISL_17535611
A/Santiago/133909/2022,EPI_ISL_17535610
A/Denmark/1350/2023,EPI_ISL_18033250
A/Santiago/133908/2022,EPI_ISL_17535609
A/Santiago/133907/2022,EPI_ISL_17535608
A/Santiago/134229/2022,EPI_ISL_17535615
A/Santiago/134228/2022,EPI_ISL_17535614
A/Santiago/134227/2022,EPI_ISL_17535613
A/Denmark/1363/2023,EPI_ISL_18033252
A/Santiago/133911/2022,EPI_ISL_17535612
A/Santiago/133157/2022,EPI_ISL_17535605
A/Santiago/133156/2022,EPI_ISL_17535604
A/Timor-Leste/29/2022,EPI_ISL_13175624
A/India/Pun-NIV226963/Jun2022,EPI_ISL_16970369
A/India/Pun-NIVCOV2223977/Sep2022,EPI_ISL_16970374
A/Timor-Leste/67/2022,EPI_ISL_13175629
A/Timor-Leste/65/2022,EPI_ISL_13175630
A/Santiago/135411/2022,EPI_ISL_17535619
A/Santiago/134231/2022,EPI_ISL_17535617
A/TECPAN/017FLU/2023,EPI_ISL_18500240
A/Santiago/134230/2022,EPI_ISL_17535616
A/Santiago/135414/2022,EPI_ISL_17535622
A/Santiago/135414/2022,EPI_ISL_17535622
A/Timor-Leste/21/2022,EPI_ISL_13175623
A/Santiago/135412/2022,EPI_ISL_17535620
A/SAN PEDRO SACATEPEQUEZ/010FLU/2023,EPI_ISL_18500233
A/Timor-Leste/45/2022,EPI_ISL_13175633
A/TECPAN/004FLU/2023,EPI_ISL_18500227
A/Timor-Leste/97/2022,EPI_ISL_13175632
A/Latvia/01-091529/2023,EPI_ISL_17820309
A/MIXCO/008FLU/2023,EPI_ISL_18500230
A/Saint-Petersburg/RII-92V/2022,EPI_ISL_16741218
A/Saint-Petersburg/RII-76V/2022,EPI_ISL_16741216
A/Timor-Leste/91/2022,EPI_ISL_13175659
A/Timor-Leste/70/2022,EPI_ISL_13175658
A/Czech Republic/992/2023,EPI_ISL_17664703
A/Czech Republic/968/2023,EPI_ISL_17664702
A/India/Pun-NIVSARI2776/Sep2022,EPI_ISL_16970422
A/Czech Republic/760/2023,EPI_ISL_17664696
A/Michigan/28/2022,EPI_ISL_13284223
A/South Africa/R07147/2022,EPI_ISL_17453746
A/Belgium/S0473/2022,EPI_ISL_14381921
A/India/Pun-NIV39/Jan2023,EPI_ISL_16970428
A/Arkansas/14/2022,EPI_ISL_13284212
A/Maryland/31/2023,EPI_ISL_17857199
A/Sassari/1/2022,EPI_ISL_14211867
A/Norway/07235/2023,EPI_ISL_17980116
A/Singapore/TT0220/2022,EPI_ISL_17965786
A/South Africa/R07208/2022,EPI_ISL_17453763
A/Singapore/SGH0222/2022,EPI_ISL_17965784
A/England/231220151/2023,EPI_ISL_18010844
A/South Africa/R07363/2022,EPI_ISL_17453765
A/Colorado/43/2023,EPI_ISL_17625818
A/Singapore/KK0265/2023,EPI_ISL_17965811
A/Timor-Leste/172/2022,EPI_ISL_15610639
A/Bahrain/8523/2022,EPI_ISL_14863104
A/India/Pune-Nivari_22_31/2022,EPI_ISL_14863105
A/Singapore/GP1629/2023,EPI_ISL_17965814
A/Yunnan-Zhaoyang/1269/2022,EPI_ISL_16093969
A/Singapore/GP1455/2023,EPI_ISL_17965812
A/Hong Kong/4/2022,EPI_ISL_14863109
A/Arizona/25/2022,EPI_ISL_13284133
A/Singapore/TT0320/2022,EPI_ISL_17965795
A/Yunnan-Chuxiong/342/2022,EPI_ISL_16093953
A/Shanghai-Fengxian/1681/2022,EPI_ISL_16093955
A/Singapore/NTF0003/2023,EPI_ISL_17965796
A/Shandong-Shizhong/1410/2022,EPI_ISL_16093967
A/Singapore/KK0129/2023,EPI_ISL_17965801
A/Timor-Leste/180/2022,EPI_ISL_15610642
A/Timor-Leste/181/2022,EPI_ISL_15610640
A/Oman/2886/2022,EPI_ISL_16868611
A/Oman/2896/2022,EPI_ISL_16868615
A/Qatar/10-VI-22-1499678/2022,EPI_ISL_14759145
A/Jiangsu-wuxi/0829/2022,EPI_ISL_17624325
A/Jiangsu-wuxi/0853/2022,EPI_ISL_17624326
A/Texas/55/2022,EPI_ISL_13284544
A/Jiangsu-wuxi/0858/2022,EPI_ISL_17624327
A/Oman/2667/2022,EPI_ISL_16868618
A/Oman/2824/2022,EPI_ISL_16868623
A/Qatar/16-VI-22-1526775/2022,EPI_ISL_14759151
A/Oman/7808/2022,EPI_ISL_16868625
A/Sao Paulo/27567/2022,EPI_ISL_17204500
A/Nevada/30/2022,EPI_ISL_14036160
A/Washington/67/2022,EPI_ISL_16385243
A/Tunisia/8263/2022,EPI_ISL_14951621
A/Tunisia/8304/2022,EPI_ISL_14951622
A/Singapore/GP1971/2023,EPI_ISL_17974582
A/Jiangsu-wuxi/0801/2022,EPI_ISL_17624362
A/Santa Catarina/1112/2023,EPI_ISL_17204526
A/Tunisia/9973/2022,EPI_ISL_14951628
A/Tunisia/0629/2022,EPI_ISL_14951629
A/Tunisia/1580/2022,EPI_ISL_14951631
A/Tunisia/9956/2022,EPI_ISL_14951624
A/Tunisia/0642/2022,EPI_ISL_14951625
A/Tunisia/0646/2022,EPI_ISL_14951626
A/Zhejiang-yongkang/1307/2022,EPI_ISL_13497571
A/Tunisia/9971/2022,EPI_ISL_14951627
A/Tunisia/2270/2022,EPI_ISL_14951632
A/Tunisia/2287/2022,EPI_ISL_14951633
A/Tunisia/9409/2022,EPI_ISL_14951634
A/Switzerland/98061/2022,EPI_ISL_13331592
A/Estonia/168142/2022,EPI_ISL_12240121
A/Tunisia/1566/2023,EPI_ISL_18167123
A/Tunisia/1652/2023,EPI_ISL_18167122
A/Slovenia/9767/2022,EPI_ISL_13816990
A/Chiang Rai/NIC-B509/2022,EPI_ISL_15967421
A/Chiang Rai/NIC-B508/2022,EPI_ISL_15967420
A/Alaska/22/2022,EPI_ISL_14036121
A/Croatia/56513/2022,EPI_ISL_14333066
A/Croatia/56518/2022,EPI_ISL_14333067
A/Bahrain/4171/2022,EPI_ISL_14036101
A/Croatia/69089/2022,EPI_ISL_14333070
A/Idaho/101/2022,EPI_ISL_16833877
A/Bahrain/7829/2022,EPI_ISL_14036097
A/Ayutthaya/NIC-P1257/2022,EPI_ISL_15967403
A/Pennsylvania/26/2023,EPI_ISL_17212767
A/Surat Thani/NIC-P1934/2022,EPI_ISL_15967406
A/Bangkok/NIC-P1581/2022,EPI_ISL_15967404
A/Ohio/24/2022,EPI_ISL_14036148
A/Bosnia and Herzegovina/143/2022,EPI_ISL_12219608
A/Tunisia/20957/2022,EPI_ISL_16759964
A/Tunisia/22505/2022,EPI_ISL_16759963
A/Rio Grande do Sul/4053/2023,EPI_ISL_17743208
A/Tunisia/22671/2022,EPI_ISL_16759961
A/Tunisia/22684/2022,EPI_ISL_16759960
A/Tunisia/22959/2022,EPI_ISL_16759959
A/Tunisia/22985/2022,EPI_ISL_16759958
A/Tunisia/23222/2022,EPI_ISL_16759957
A/Rio Grande do Sul/4058/2023,EPI_ISL_17743200
A/Tunisia/23062/2022,EPI_ISL_16759953
A/Puerto Rico/21/2022,EPI_ISL_14036153
A/Tunisia/23656/2022,EPI_ISL_16759951
A/SENDAI/32/2023,EPI_ISL_18439528
A/Colorado/30/2022,EPI_ISL_14036130
A/California/72/2022,EPI_ISL_13284543
A/Singapore/GP12873/2022,EPI_ISL_16858488
A/North Dakota/10/2023,EPI_ISL_17212804
A/BosniaAndHerzegovina/154/2023,EPI_ISL_18044305
A/Kosice/158/2023,EPI_ISL_18337172
A/Kosice/326/2023,EPI_ISL_18337171
A/Idaho/61/2022,EPI_ISL_16385150
A/Florida/50/2022,EPI_ISL_13892698
A/Croatia/75166/2022,EPI_ISL_14333014
A/Rhode Island/32/2022,EPI_ISL_13892703
A/Croatia/75169/2022,EPI_ISL_14333013
A/Surat Thani/P152/2023,EPI_ISL_16645225
A/Poland/PL93/2022,EPI_ISL_16759911
A/Trnava/92/2022,EPI_ISL_16759896
A/Ukraine/371/2022,EPI_ISL_14333042
A/Trnava/97/2022,EPI_ISL_16759894
A/Italy/13590/2022,EPI_ISL_16491602
A/Bahrain/1178/2022,EPI_ISL_14036092
A/Rondonia/IAL/C10378/2022,EPI_ISL_16954799
A/Hungary/75/2022,EPI_ISL_16759887
A/Sao Paulo/IAL/C10381/2023,EPI_ISL_16954800
A/Montenegro/1714472202/2022,EPI_ISL_13704290
A/Switzerland/62974/2022,EPI_ISL_13331583
A/Sarajevo/189G/2022,EPI_ISL_14758999
A/Thueringen/4/2022,EPI_ISL_11787268
A/Slovenia/9740/2022,EPI_ISL_14333026
A/Romania/513306_IS/2022,EPI_ISL_12631161
A/Zhejiang-Gongshu/11065/2022,EPI_ISL_16559169
A/Sichuan-Qionglai/32/2022,EPI_ISL_16559171
A/Zhejiang-Nanhu/11082/2022,EPI_ISL_16559164
A/Victoria/4411c/2022,EPI_ISL_16454715
A/Zhejiang-Gongshu/11024/2022,EPI_ISL_16559165
A/Zhejiang-Shangcheng/11246/2022,EPI_ISL_16559166
A/Zhejiang-Nanhu/11059/2022,EPI_ISL_16559162
A/Zhejiang-Nanhu/11037/2022,EPI_ISL_16559163
A/Stockholm/4/2023,EPI_ISL_18017752
A/Chiang Rai/P4486/2022,EPI_ISL_16645169
A/Chiang Rai/P4485/2022,EPI_ISL_16645168
A/Georgia/19/2022,EPI_ISL_15928381
A/Yunnan-Qilin/1819/2022,EPI_ISL_16559148
A/Georgia/15/2022,EPI_ISL_15928354
A/Colorado/06/2022,EPI_ISL_11496572
A/Shanghai-Huangpu/1629/2022,EPI_ISL_16559144
A/Perth/443/2022,EPI_ISL_16454702
A/Victoria/5173/2022,EPI_ISL_16454701
A/Victoria/5290/2022,EPI_ISL_16983518
A/Victoria/5222/2022,EPI_ISL_16983516
A/Victoria/5205/2022,EPI_ISL_16454682
A/Sao Paulo/IAL/C10308/2022,EPI_ISL_16567326
A/Sichuan-Shunqing/1730/2022,EPI_ISL_16559134
A/Victoria/5211/2022,EPI_ISL_16454680
A/Sao Paulo/IAL/C10281/2022,EPI_ISL_16567316
A/SHIZUOKA/35/2023,EPI_ISL_18075131
A/Serbia/7244/2022,EPI_ISL_13892664
A/OSAKA/42/2023,EPI_ISL_18075134
A/Sichuan-Tongchuan/1788/2022,EPI_ISL_16559122
A/Yunnan-Hongta/11161/2022,EPI_ISL_16559116
A/Victoria/64/2022,EPI_ISL_12579916
A/Yunnan-Anning/11170/2022,EPI_ISL_16559114
A/Sao Paulo/21606/2022,EPI_ISL_15807495
A/Mozambique/4654/2022,EPI_ISL_11496537
A/Yunnan-Xishan/11119/2022,EPI_ISL_16559115
A/Pennsylvania/06/2022,EPI_ISL_10493017
A/Singapore/KK0035/2022,EPI_ISL_13655505
A/Thailand/20/2022,EPI_ISL_16825348
A/Thailand/17/2022,EPI_ISL_16825350
A/Qatar/15-VI-22-1520419/2022,EPI_ISL_13837786
A/Pennsylvania/26/2022,EPI_ISL_12713421
A/Guyane/187/2023,EPI_ISL_18021379
A/OKINAWA/243/2023,EPI_ISL_18390027
A/Qatar/10-VI-22-1447658/2022,EPI_ISL_13837767
A/Qatar/16-VI-22-1446249/2022,EPI_ISL_13837766
A/Washington/47/2022,EPI_ISL_15928804
A/Qatar/10-VI-22-1507146/2022,EPI_ISL_13837771
A/District Of Columbia/27/2022,EPI_ISL_12713432
A/Qatar/10-VI-22-1470748/2022,EPI_ISL_13837768
A/SENDAI/45/2023,EPI_ISL_18390020
A/South Africa/R07607/2022,EPI_ISL_16647650
A/California/140/2022,EPI_ISL_15928786
A/New Jersey/10/2022,EPI_ISL_12713445
A/Washington/50/2022,EPI_ISL_15928789
A/Qatar/15-VI-22-1438736/2022,EPI_ISL_13837799
A/Luxembourg/LNS9888387/2022,EPI_ISL_17503283
A/Serbia/7023/2022,EPI_ISL_17699890
A/Surat Thani/NIC-P2188/2022,EPI_ISL_15969713
A/Washington/28/2022,EPI_ISL_13897111
A/Austria/1506213/2022,EPI_ISL_12178943
A/Austria/MUW1576651/2022,EPI_ISL_16905289
A/Iowa/57/2022,EPI_ISL_16448944
A/Ecuador/5051/2023,EPI_ISL_16835660
A/Washington/29/2022,EPI_ISL_13897112
A/Bolivia/1242/2023,EPI_ISL_17699933
A/Michigan/UOMMHM2657/2023,EPI_ISL_18076743
A/Bolivia/1548/2023,EPI_ISL_17699931
A/Colorado/45/2023,EPI_ISL_17699926
A/Switzerland/35896/2023,EPI_ISL_18101361
A/Minnesota/11/2022,EPI_ISL_11533768
A/South Dakota/18/2022,EPI_ISL_12717481
A/Saint-Petersburg/RII-8719S/2021,EPI_ISL_9260541
A/Luxembourg/LNS9852254/2022,EPI_ISL_17503353
A/Singapore/KK0033/2022,EPI_ISL_13655458
A/Saint-Petersburg/RII-8627S/2021,EPI_ISL_9260536
A/Victoria/5279/2022,EPI_ISL_16864377
A/Sydney/5/2023,EPI_ISL_16864378
A/Luxembourg/LNS8986719/2023,EPI_ISL_17503351
A/Netherlands/11710/2022,EPI_ISL_14751133
A/Switzerland/37489/2023,EPI_ISL_18101355
A/Sydney/4/2023,EPI_ISL_16864382
A/South Africa/R07603/2022,EPI_ISL_16647550
A/Iceland/61573/2022,EPI_ISL_16749947
A/Rhode Island/39/2022,EPI_ISL_14036306
A/South Africa/R05390/2023,EPI_ISL_18230416
A/Iceland/63364/2022,EPI_ISL_16749944
A/Luxembourg/LNS8572479/2022,EPI_ISL_17503363
A/Iceland/57472/2022,EPI_ISL_16749940
A/United Kingdom/13477/2022,EPI_ISL_16479606
A/Switzerland/87207/2023,EPI_ISL_18101380
A/Texas/82/2022,EPI_ISL_18230404
A/Iceland/63194/2022,EPI_ISL_16749929
A/Tasmania/367/2022,EPI_ISL_16864418
A/Zamora/31/2022,EPI_ISL_16749916
A/Vladivostok/CRIE/NRCEM-4/2022,EPI_ISL_13202794
A/Santaigo/63115/2022,EPI_ISL_16815274
A/Netherlands/01265/2022,EPI_ISL_15775066
A/BREST/53950/2022,EPI_ISL_15992153
A/BREST/53952/2022,EPI_ISL_15992154
A/Victoria/35/2023,EPI_ISL_16864430
A/South Australia/372/2022,EPI_ISL_16911538
A/Brisbane/841/2022,EPI_ISL_16911539
A/Texas/71/2022,EPI_ISL_13897063
A/Victoria/5218/2022,EPI_ISL_16911540
A/Uganda/210/2022,EPI_ISL_16835766
A/South Australia/6/2023,EPI_ISL_16899259
A/Santiago/63673/2022,EPI_ISL_16815295
A/South Australia/5/2023,EPI_ISL_16899265
A/Victoria/47/2023,EPI_ISL_16899266
A/Bulgaria/1195/2022,EPI_ISL_13704468
A/Lebanon/175/2022,EPI_ISL_16833738
A/Japan/13424/2022,EPI_ISL_16479537
A/Iowa/38/2022,EPI_ISL_16198973
A/Ireland/17354/2022,EPI_ISL_13339904
A/Mozambique/6281/2022,EPI_ISL_16833741
A/Victoria/50/2023,EPI_ISL_16899279
A/Mozambique/6236/2022,EPI_ISL_16833750
A/Ceara/2023-005474-IEC/2023,EPI_ISL_17681623
A/Lisboa/532/2022,EPI_ISL_16465179
A/SENDAI/8/2023,EPI_ISL_17624301
A/Tunisia/8259/2022,EPI_ISL_13339946
A/Tunisia/7501/2022,EPI_ISL_13339945
A/Shahriar.Iran/66_10Mehr/2022,EPI_ISL_16465176
A/Tunisia/7494/2022,EPI_ISL_13339944
A/Guyane/130/2022,EPI_ISL_15394061
A/Tunisia/6177/2022,EPI_ISL_13339939
A/Tunisia/2056/2022,EPI_ISL_13339937
A/Tunisia/7468/2022,EPI_ISL_13339943
A/Tunisia/7467/2022,EPI_ISL_13339942
A/Tunisia/7459/2022,EPI_ISL_13339941
A/Tunisia/6181/2022,EPI_ISL_13339940
A/Paraiba/2023-005645-IEC/2023,EPI_ISL_17681661
A/Luga/RII-9444S/2023,EPI_ISL_16764174
A/Luga/RII-9438S/2023,EPI_ISL_16764173
A/Tehran.Iran/16_17Mehr/2022,EPI_ISL_16465160
A/Bulgaria/1763/2022,EPI_ISL_13704484
A/Rey.Iran/44_23Mehr/2022,EPI_ISL_16465154
A/Tehran.Iran/29_2AbanA/2022,EPI_ISL_16465153
A/Indiana/22/2022,EPI_ISL_16833788
A/Tehran.Iran/18_18Mehr/2022,EPI_ISL_16465159
A/Shahriar.Iran/34_19Mehr/2022,EPI_ISL_16465158
A/Bulgaria/1273/2022,EPI_ISL_13704492
A/Oman/2636/2022,EPI_ISL_16868607
A/Shahriar.Iran/4_23Mehr/2022,EPI_ISL_16465156
A/YAMAGUCHI/25/2023,EPI_ISL_17995537
A/Yunnan-Chuxiong/1499/2022,EPI_ISL_14456543
A/SAITAMA-C/27/2023,EPI_ISL_17995542
A/OKINAWA/233/2023,EPI_ISL_17995540
A/Madrid/HULP-061435960/2022,EPI_ISL_14882533
A/TOKYO/23001/2023,EPI_ISL_17952534
A/Saida/S0212/2022,EPI_ISL_17063692
A/Denmark/992/2023,EPI_ISL_17710855
A/YAMAGATA/92/2023,EPI_ISL_17995547
A/Zhejiang-Wucheng/32/2022,EPI_ISL_14456533
A/SAKAI/2/2023,EPI_ISL_17952538
A/Guyane/036/2023,EPI_ISL_17100554
A/YAMAGATA/98/2023,EPI_ISL_17995548
A/Saida/S0211/2022,EPI_ISL_17063691
A/YAMAGATA/106/2023,EPI_ISL_17995549
A/Santiago/99843/2022,EPI_ISL_17544986
A/Vina del Mar/123728/2022,EPI_ISL_17536794
A/Yunnan-Chuxiong/317/2022,EPI_ISL_14456526
A/Santiago/99840/2022,EPI_ISL_17544984
A/Valencia/VAHNSI-GIHSN-10_3779/2022,EPI_ISL_16740076
A/YAMAGATA/72/2023,EPI_ISL_17952521
A/YAMANASHI/23050/2023,EPI_ISL_17995530
A/Guangxi-Bamayaozuzizhi/324/2022,EPI_ISL_14456516
A/YAMAGATA/88/2023,EPI_ISL_17995528
A/TOKYO/22091/2023,EPI_ISL_17952523
A/YAMAGATA/81/2023,EPI_ISL_17952522
A/TOKYO/22184/2023,EPI_ISL_17952525
A/Santiago/998392022,EPI_ISL_17544983
A/TOKYO/22173/2023,EPI_ISL_17952524
A/YOKOHAMA/90/2023,EPI_ISL_17952526
A/Guizhou-xinyi/1727/2022,EPI_ISL_14456572
A/Guizhou-xinyi/1728/2022,EPI_ISL_14456573
A/Guatemala/378/2023,EPI_ISL_18143030
A/Santiago/125422/2022,EPI_ISL_17536809
A/Guizhou-xinyi/1752/2022,EPI_ISL_14456574
A/Guizhou-xinyi/1756/2022,EPI_ISL_14456575
A/Yamagata/60/2023,EPI_ISL_18143026
A/Guizhou-xinyi/1721/2022,EPI_ISL_14456570
A/Guizhou-xinyi/1723/2022,EPI_ISL_14456571
A/Surat Thani/NIC-P3198/2022,EPI_ISL_15937242
A/Guatemala/351/2023,EPI_ISL_18143032
A/UTSUNOMIYA/15/2023,EPI_ISL_17995582
A/Saida/S0213/2022,EPI_ISL_17063720
A/Guatemala/651/2023,EPI_ISL_18143034
A/Albania/289565/2022,EPI_ISL_17063722
A/Guatemala/667/2023,EPI_ISL_18143035
A/Uvs/61060/2022,EPI_ISL_14116582
A/Ulaanbaatar/62175/2022,EPI_ISL_14116581
A/Selenge/217/2022,EPI_ISL_14116580
A/Mauritius/P44926/2022,EPI_ISL_17063728
A/Dundgobi/62325/2022,EPI_ISL_14116579
A/Guatemala/660/2023,EPI_ISL_18143023
A/Yunnan-Chuxiong/1503/2022,EPI_ISL_14456544
A/Serbia/7028/2022,EPI_ISL_17063737
A/Ireland/81103/2022,EPI_ISL_17063738
A/Jiangxi-Yushui/351/2022,EPI_ISL_14456547
A/Sao Paulo/IAL/C9865/2022,EPI_ISL_15683244
A/Sao Paulo/IAL/C9863/2022,EPI_ISL_15683243
A/Saida/S0215/2022,EPI_ISL_17063745
A/Sao Paulo/IAL/C9861/2022,EPI_ISL_15683241
A/Sao Paulo/IAL/C9860/2022,EPI_ISL_15683240
A/Sao Paulo/IAL/C9859/2022,EPI_ISL_15683239
A/Surat Thani/NIC-P2977/2022,EPI_ISL_15937210
A/Sao Paulo/IAL/C9855/2022,EPI_ISL_15683237
A/SouthAfrica/PET27763/2023,EPI_ISL_18130779
A/Sohar/52222125/2022,EPI_ISL_15926946
A/Netherlands/11674/2022,EPI_ISL_14120582
A/Florida/57/2022,EPI_ISL_13897349
A/SHIZUOKA/31/2023,EPI_ISL_17995584
A/Seeb/72128494/2022,EPI_ISL_15926945
A/Samail/72211811/2022,EPI_ISL_15926944
A/Minnesota/33/2022,EPI_ISL_13897346
A/Sohar/52222236/2022,EPI_ISL_15926948
A/Fiji/55/2022,EPI_ISL_11800300
A/Wisconsin/03/2023,EPI_ISL_16834394
A/Sohar/72211388/2022,EPI_ISL_15926953
A/Wyoming/24/2022,EPI_ISL_16447137
A/Sohar/72211330/2022,EPI_ISL_15926952
A/Washington/38/2022,EPI_ISL_14466689
A/Fiji/49/2022,EPI_ISL_11800297
A/Washington/37/2022,EPI_ISL_14466690
A/Florida/45/2022,EPI_ISL_13897354
A/Fiji/50/2022,EPI_ISL_11800298
A/Yunnan-Maoshi/1751/2022,EPI_ISL_14818944
A/EHIME/50/2023,EPI_ISL_18366331
A/Shanghai-Fengxian/1478/2022,EPI_ISL_14818945
A/Indiana/04/2022,EPI_ISL_12109533
A/Zhejiang-Longwan/1709/2022,EPI_ISL_14818948
A/Yunnan-Yingjiang/354/2022,EPI_ISL_14818949
A/Estonia/168777/2022,EPI_ISL_14649014
A/Yunnan-Qilin/1467/2022,EPI_ISL_14456502
A/Khasab/52221867/2022,EPI_ISL_15926936
A/Thueringen/98/2022,EPI_ISL_18489207
A/Italy/13528/2022,EPI_ISL_16486038
A/Shanghai-Fengxian/1459/2022,EPI_ISL_14818959
A/Sichuan-Jiangyang/11294/2022,EPI_ISL_14818956
A/Yunnan-Qilin/1457/2022,EPI_ISL_14456498
A/Shanghai-Huangpu/1360/2022,EPI_ISL_14818957
A/SHIMANE/83/2023,EPI_ISL_18306916
A/Colombia/4555/2022,EPI_ISL_16201348
A/Maldives/765/2022,EPI_ISL_15394457
A/KOBE/23117/2023,EPI_ISL_18306915
A/Colombia/4612/2022,EPI_ISL_16201347
A/WAKAYAMA/92/2023,EPI_ISL_18306913
A/Maldives/878/2022,EPI_ISL_15394460
A/Wisconsin/14/2023,EPI_ISL_17100678
A/Umea/1/2022,EPI_ISL_14755427
A/Stockholm/29/2022,EPI_ISL_14755429
A/Umea/2/2022,EPI_ISL_14755428
A/Kentucky/11/2022,EPI_ISL_16201341
A/Indiana/01/2022,EPI_ISL_11533860
A/Qatar/10-VI-22-1571444/2022,EPI_ISL_13817410
A/Pennsylvania/44/2022,EPI_ISL_14466637
A/Florida/26/2022,EPI_ISL_12713552
A/Pennsylvania/46/2022,EPI_ISL_14466639
A/Maldives/845/2022,EPI_ISL_15394430
A/Norway/12347/2022,EPI_ISL_13983297
A/Pennsylvania/45/2022,EPI_ISL_14466635
A/Sichuan-Gulin/334/2022,EPI_ISL_14818943
A/Netherlands/01217/2022,EPI_ISL_15234678
